PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
2490,0,False,3923,0,17,False,0,33,0,56,708,502,False
2491,0,False,3924,1,21,False,970,0,213,8,86,4996,False
2492,1,False,1031,2,33,False,0,1554,3813,0,1435,6523,True
2493,1,False,570,0,34,False,3551,1284,1865,90,0,3675,True
2494,1,False,1394,2,51,False,0,302,0,1367,669,2638,False
2495,0,False,3871,2,21,False,0,680,0,10,0,3289,True
2496,0,True,5697,2,28,False,0,0,0,0,0,6163,False
2497,0,False,5709,2,31,False,880,0,0,8,0,1112,False
2498,1,False,48,2,36,False,2,1297,0,4,0,8417,True
2499,1,False,572,2,39,False,0,7116,0,13208,1515,5889,False
2500,0,False,5710,2,26,False,886,0,0,0,21,4999,False
2501,0,False,3926,2,51,False,0,1347,0,43,0,1550,True
2502,0,False,3927,2,24,False,13,193,0,0,591,2835,False
2503,0,False,1536,0,27,False,339,104,116,160,0,2538,True
2504,0,False,3929,2,31,False,0,243,1,559,0,3479,False
2505,0,False,6156,2,24,False,0,0,21,0,695,6868,False
2506,1,False,29,2,57,False,0,1514,0,72,1393,4746,False
2507,1,False,29,0,36,True,11,79,0,210,1895,4137,False
2508,1,False,29,2,55,False,0,846,0,263,2024,1577,False
2509,1,True,29,0,28,False,0,0,0,0,0,5646,False
2510,2,False,1537,2,18,False,947,0,4,4,0,3947,False
2511,2,False,1395,2,27,False,1893,487,4,0,0,6117,False
2512,1,False,1028,2,50,False,0,2684,0,153,1751,7065,False
2513,0,False,3875,2,24,False,45,138,1,0,530,2127,False
2514,0,True,5700,1,20,False,0,0,0,0,0,1846,True
2515,0,True,5712,2,24,False,0,0,0,0,0,5674,True
2516,0,False,5701,2,18,False,0,617,0,0,10,6561,False
2517,0,False,3876,2,44,False,1178,1,348,0,0,251,False
2518,1,True,156,0,27,False,0,0,0,0,0,166,True
2519,1,False,157,2,58,False,1113,1650,0,194,510,8448,True
2520,1,True,157,1,29,False,0,0,0,0,0,5649,True
2521,0,False,3878,1,23,False,3,548,37,0,12,6152,True
2522,2,True,3880,2,3,False,0,0,0,0,0,6272,True
2523,2,False,3880,2,0,False,0,0,0,0,0,6558,True
2524,2,False,3880,2,33,False,361,0,381,1622,0,6467,False
2525,2,False,3880,2,12,False,0,0,0,0,0,8367,True
2526,1,True,160,2,44,False,0,0,0,0,0,5746,True
2527,0,True,5713,2,20,False,0,0,0,0,0,7482,True
2528,0,False,3933,0,59,False,269,1776,0,0,12,5377,False
2529,0,False,5705,2,18,False,130,0,13,191,554,3098,False
2530,1,True,162,2,72,False,0,0,0,0,0,6403,True
2531,0,False,5715,1,23,False,171,2373,1,30,985,3013,False
2532,0,False,5715,2,11,False,0,0,0,0,0,6475,False
2533,0,True,5715,2,1,False,0,0,0,0,0,5995,True
2534,0,False,3936,1,25,False,21,746,55,0,4,4387,False
2535,2,True,1396,0,25,False,0,0,0,0,0,3150,True
2536,1,True,1033,2,24,False,0,0,0,0,0,1266,True
2537,1,False,1033,2,54,False,0,5876,0,0,914,2058,True
2538,2,True,3937,0,17,False,0,0,0,0,0,7396,True
2539,2,False,3937,2,48,False,1200,0,38,48,0,5285,False
2540,0,False,3939,2,40,False,0,0,362,272,0,3803,False
2541,0,True,5718,2,2,False,0,0,0,0,0,4705,False
2542,0,False,3882,2,32,False,0,9,11,784,63,7246,False
2543,0,True,5707,2,15,False,0,0,0,0,0,4391,True
2544,0,True,5708,2,52,False,0,0,0,0,0,6734,True
2545,0,False,3885,2,16,False,0,1115,0,1674,132,1451,False
2546,0,True,5708,2,16,False,0,458,0,0,0,2575,True
2547,0,True,5711,0,16,False,0,0,0,0,0,5679,True
2548,0,False,5711,0,6,False,0,0,0,0,0,4338,False
2549,2,False,3940,2,10,False,0,0,0,0,0,2553,True
2550,2,False,1380,2,27,True,1709,4,24,0,0,5355,False
2551,1,False,601,0,45,False,0,726,0,281,1257,5862,True
2552,1,False,601,2,26,False,2381,1772,0,0,2618,3324,False
2553,2,False,1539,2,29,False,1049,0,0,0,0,7910,False
2554,0,True,5719,1,38,False,0,0,0,311,0,3875,True
2555,0,False,1501,2,19,False,1,143,0,254,107,3213,True
2556,2,False,1503,2,43,False,471,0,133,2,692,4148,False
2557,0,False,3886,2,15,False,746,0,2,0,11,5907,False
2558,2,False,3941,2,31,False,1511,0,310,0,0,4954,False
2559,2,False,3942,2,52,False,758,0,356,5,0,675,False
2560,2,False,3943,2,49,False,0,0,0,0,0,7313,True
2561,0,False,3887,0,29,False,143,548,0,0,0,4707,True
2562,0,False,3945,2,18,False,600,0,0,179,11,7714,True
2563,2,True,3889,2,41,False,0,0,0,0,0,6211,True
2564,0,False,5722,2,9,False,0,0,0,0,0,4203,False
2565,0,True,5722,1,28,False,0,0,0,0,0,6070,False
2566,0,False,1504,2,58,False,0,82,0,758,0,7634,True
2567,0,False,1540,1,39,False,0,0,0,0,907,8124,False
2568,0,False,1505,2,13,False,911,1,0,74,0,3773,False
2569,1,True,574,0,36,False,0,0,0,0,0,1045,True
2570,2,False,3947,0,23,False,253,0,0,888,0,3589,False
2571,0,True,5724,1,24,False,224,0,0,0,0,2222,True
2572,0,False,1507,2,33,False,0,0,170,14,810,4055,False
2573,0,False,5714,2,18,False,0,0,0,0,0,5404,False
2574,0,True,5714,2,2,False,0,0,0,0,0,414,False
2575,0,True,5714,2,0,False,0,0,0,0,0,1720,True
2576,0,False,5716,2,36,False,625,0,260,0,0,1235,False
2577,0,False,5716,0,15,False,254,0,10,180,0,6159,False
2578,0,False,1508,2,31,False,91,756,0,0,12,7176,True
2579,0,False,1541,2,42,False,0,0,213,166,1209,6438,True
2580,2,False,3891,2,27,False,1502,1,0,0,0,1424,False
2581,0,False,3893,2,36,False,123,3,173,7,0,3845,True
2582,0,False,5720,2,0,False,0,0,0,0,0,6428,False
2583,0,True,5720,2,3,False,0,0,0,0,0,2414,False
2584,0,False,3949,1,22,False,0,837,192,0,304,5005,False
2585,0,False,5721,2,56,False,0,1721,0,96,0,6080,False
2586,0,False,5723,2,23,False,0,0,0,757,0,6138,False
2587,2,False,1398,2,25,False,314,2,648,92,0,8272,False
2588,0,False,3952,2,29,False,3,0,3,0,697,1925,False
2589,0,False,3952,2,17,False,0,1195,31,0,0,2013,False
2590,0,False,3952,2,13,False,412,4,0,0,551,240,False
2591,2,False,1382,2,35,False,2301,0,414,311,0,3456,True
2592,2,True,3954,0,53,False,224,0,0,0,0,8383,True
2593,0,False,3957,2,24,False,14,702,0,0,0,2560,False
2594,0,True,5726,2,38,False,0,0,0,0,0,5322,False
2595,1,True,1383,0,21,False,0,0,0,0,0,458,True
2596,1,False,1383,0,29,False,2,8,0,2864,155,3225,False
2597,0,False,5728,2,46,False,0,0,1661,52,8,5708,True
2598,1,True,604,2,58,False,224,0,0,0,0,8143,True
2599,0,False,1544,1,53,False,0,1,0,195,493,5126,True
2600,0,False,3896,0,21,False,13,458,1098,64,1,7268,False
2601,0,True,5729,1,27,False,0,0,0,0,0,3728,False
2602,0,True,5733,2,31,False,0,0,0,0,0,4020,False
2603,1,True,576,0,23,False,0,0,0,0,0,771,True
2604,1,False,576,0,41,False,0,320,4333,1313,51,1692,False
2605,1,False,576,2,29,False,3,933,0,674,731,4122,False
2606,1,False,576,0,54,False,0,37,0,4689,0,7507,False
2607,1,False,576,0,43,False,0,9923,660,10,266,8418,True
2608,0,True,5725,1,36,False,0,0,0,0,0,2437,True
2609,0,False,1510,2,48,False,784,87,0,0,1,2115,True
2610,1,False,606,2,34,False,10,5659,15,3,0,3265,True
2611,1,False,606,2,42,False,0,802,0,2622,671,1276,False
2612,0,False,3898,0,17,False,0,0,0,863,0,414,False
2613,0,False,3960,2,22,False,0,0,0,0,1345,8037,False
2614,1,False,31,2,37,False,6,437,173,54,3030,3161,False
2615,1,True,31,0,38,False,0,0,0,0,0,5486,True
2616,0,False,5727,2,21,False,3,0,0,881,0,3995,False
2617,0,True,5727,1,23,False,0,0,0,0,0,7172,True
2618,1,False,578,2,27,False,1,767,0,13104,3657,7527,False
2619,0,False,3961,2,23,False,18,2595,0,0,122,2926,True
2620,0,False,3963,2,19,False,0,0,366,268,0,316,False
2621,2,False,1400,2,28,False,948,0,64,170,0,1262,False
2622,0,False,1513,2,33,False,0,0,154,22,820,6477,False
2623,0,True,5735,1,24,False,0,0,0,0,0,1987,False
2624,0,True,5735,2,0,False,0,0,0,0,0,8240,True
2625,0,True,5737,2,41,False,0,0,0,0,0,2280,True
2626,0,True,5738,2,19,False,0,0,0,0,0,6081,False
2627,0,False,3900,2,44,False,0,0,0,0,871,1716,False
2628,2,False,3901,0,43,False,803,0,384,120,0,3911,True
2629,0,True,5730,2,14,False,0,0,0,0,0,7655,True
2630,0,True,5740,1,18,False,0,0,0,0,0,3120,True
2631,0,False,3964,2,25,False,237,0,910,0,12,6957,False
2632,2,False,3966,2,0,False,0,0,0,0,0,4768,True
2633,2,True,3966,0,4,False,0,0,0,0,0,1941,True
2634,2,False,3966,2,24,False,165,0,981,2,0,8288,True
2635,0,False,3968,2,38,False,77,169,0,0,470,7228,False
2636,0,True,5743,2,44,False,0,0,0,0,0,7943,True
2637,0,True,5745,0,57,False,0,0,0,0,0,1309,True
2638,0,True,5734,0,3,False,0,0,173,0,0,6145,True
2639,0,False,5734,2,5,False,0,0,0,0,304,6833,False
2640,0,True,5734,0,3,False,0,458,0,0,0,6541,True
2641,0,True,5734,2,18,False,0,0,0,0,0,597,True
2642,0,True,5734,2,8,False,0,0,0,0,0,5480,False
2643,2,True,3970,2,21,False,0,0,0,0,0,7139,True
2644,1,True,607,0,35,False,0,0,0,0,0,7003,True
2645,2,False,3902,2,47,False,0,0,0,0,0,6335,True
2646,1,False,1030,0,28,False,1581,213,0,18,3051,7581,False
2647,1,False,1030,2,49,False,20,6807,174,3538,2473,7597,False
2648,1,False,1386,2,23,False,0,824,0,495,1479,8266,True
2649,1,False,1386,2,19,False,0,1,0,2085,55,5891,False
2650,0,False,1515,2,34,False,0,250,23,0,514,414,False
2651,1,False,608,2,40,True,0,11,0,2205,1295,1267,True
2652,1,False,33,0,26,True,0,186,173,548,5058,6806,False
2653,0,False,3971,1,23,False,0,0,173,3,1919,6971,False
2654,2,False,1517,2,22,False,0,0,0,0,0,8280,False
2655,1,False,609,2,51,False,1,3935,0,146,0,21,True
2656,0,False,3905,0,44,False,672,0,0,0,20,4156,False
2657,2,False,1518,2,50,False,357,0,657,0,0,685,False
2658,0,True,5736,2,28,False,0,0,0,0,0,5318,True
2659,0,True,5753,2,13,False,0,0,0,0,0,7688,True
2660,0,False,5755,2,21,False,33,126,0,461,0,3574,False
2661,0,False,3910,2,20,False,56,757,111,0,0,5058,True
2662,0,False,3975,0,14,False,0,458,14,692,809,6240,False
2663,1,False,610,0,38,False,0,896,0,311,4168,2448,False
2664,0,False,3912,1,29,False,631,458,0,40,0,3707,False
2665,1,True,611,2,36,False,0,0,0,0,0,4049,True
2666,1,True,611,2,16,False,0,0,0,0,0,5543,True
2667,1,True,611,2,40,False,0,458,0,0,0,2302,True
2668,1,True,1032,0,28,False,0,0,0,0,0,5888,True
2669,0,False,3913,1,18,False,154,22,77,1053,0,3979,True
2670,0,False,3915,2,17,False,5,756,0,0,0,2917,True
2671,2,True,1548,2,32,False,0,0,0,0,0,1960,True
2672,0,False,5756,2,27,False,0,2,49,0,801,7659,False
2673,2,False,1389,2,34,False,2904,23,7,0,81,3437,False
2674,2,False,1389,2,53,False,520,0,442,0,0,3686,True
2675,1,True,615,2,36,True,0,0,0,0,0,3642,True
2676,2,False,1391,2,41,False,71,0,1617,31,0,7141,False
2677,2,False,1519,2,51,False,819,4,92,38,0,7870,False
2678,0,True,5757,1,61,False,0,0,0,0,0,648,True
2679,0,False,5739,2,59,False,0,0,1,920,1,5836,True
2680,1,True,580,2,17,False,0,0,0,311,0,48,True
2681,1,True,580,2,27,False,0,0,0,0,0,6904,True
2682,0,False,5741,1,57,False,0,1431,0,30,337,4434,True
2683,2,False,1550,0,39,False,2127,458,23,0,0,345,False
2684,1,True,164,0,55,False,0,0,0,0,0,8460,True
2685,0,False,5742,2,42,False,173,656,0,0,23,569,False
2686,0,False,3977,2,36,False,418,40,7,338,0,1099,False
2687,2,False,3979,2,42,False,44,0,3648,0,9,3554,True
2688,0,True,5759,1,32,False,0,0,0,0,0,5204,False
2689,0,False,5744,0,6,False,0,0,0,0,0,8103,False
2690,0,True,5746,2,15,False,0,0,0,0,0,1817,False
2691,0,False,3981,2,28,False,0,93,1282,0,0,1334,True
2692,2,False,1393,2,37,False,912,0,0,311,0,1860,False
2693,0,False,5747,2,44,False,0,0,744,62,3,3173,False
2694,2,False,3983,2,71,True,901,0,1698,0,0,4546,False
2695,1,False,581,2,44,False,0,351,0,3,3447,4136,False
2696,1,True,581,2,36,False,0,0,0,0,0,7350,True
2697,0,False,5749,2,18,False,4,904,0,0,1,3382,False
2698,0,False,5761,1,3,False,0,0,0,0,0,3362,True
2699,0,True,5761,0,12,False,0,0,0,0,0,1074,False
2700,0,True,5761,0,0,False,0,0,0,0,0,7047,True
2701,0,False,3984,2,29,False,0,1311,0,0,0,4664,False
2702,0,False,5761,2,9,False,0,0,0,0,0,8324,False
2703,0,False,5765,0,27,False,688,307,779,0,19,7998,False
2704,0,False,3986,1,24,False,0,0,443,244,1,4001,False
2705,0,False,5750,2,38,False,1,0,288,0,556,3604,True
2706,2,False,3991,2,28,False,523,0,0,970,0,5709,False
2707,2,True,6156,2,26,False,0,0,0,0,0,1942,True
2708,0,False,3993,2,16,False,0,20,0,300,681,4241,False
2709,0,False,3993,1,24,False,224,2,25,311,707,5050,True
2710,0,False,5767,2,33,False,123,760,0,0,0,5188,False
2711,0,False,5751,0,24,False,489,0,173,0,0,5042,False
2712,0,False,5752,2,29,False,1,0,133,104,574,5309,False
2713,0,False,3921,2,25,False,0,9,2005,0,5,6162,True
2714,0,False,5754,2,0,False,0,0,0,0,0,5959,False
2715,0,False,3922,2,13,False,649,2,0,124,143,1039,False
2716,0,True,5769,0,7,False,0,0,0,0,0,2528,False
2717,0,False,3995,1,32,False,0,0,736,0,0,1605,False
2718,2,True,1522,2,34,False,0,0,0,0,0,1008,False
2719,2,False,3996,2,49,False,21,25,1509,0,1042,6192,False
2720,2,False,1402,2,43,False,13,2119,315,0,261,7132,True
2721,2,False,3925,2,0,False,0,0,0,0,0,7180,True
2722,2,True,3925,2,6,False,224,0,0,0,0,7319,True
2723,0,False,3998,2,23,False,0,179,569,0,0,4414,True
2724,2,False,4001,2,43,False,336,11,796,15,0,1778,True
2725,2,True,4001,0,23,False,0,0,0,0,0,3415,True
2726,2,False,6156,2,43,False,828,25,545,107,0,4547,False
2727,2,True,4006,0,41,False,0,0,0,0,0,1589,True
2728,1,False,587,0,54,True,0,2062,2,19,1618,5492,False
2729,1,True,587,2,51,False,0,0,173,0,0,6267,True
2730,1,True,587,2,44,False,0,0,0,0,0,3400,True
2731,0,True,5758,1,48,False,0,0,0,0,0,111,True
2732,0,False,5771,2,45,False,224,9,0,857,16,1554,False
2733,0,False,3928,1,20,False,0,689,0,0,0,80,False
2734,1,False,6557,2,33,False,0,28,0,6841,543,414,False
2735,0,False,5760,2,21,False,15,30,11,2,388,4349,False
2736,1,True,600,2,68,False,0,0,0,0,0,7418,True
2737,0,False,4008,1,23,False,5,308,363,7,0,5463,True
2738,0,False,5775,2,16,False,24,0,13,717,0,1917,False
2739,0,False,3930,2,35,False,198,44,97,30,510,7478,False
2740,0,True,5777,2,22,False,0,0,0,0,0,324,False
2741,0,False,3931,2,51,False,214,3,16,569,0,5589,False
2742,0,False,5762,1,2,False,224,0,0,0,0,2855,False
2743,0,True,5762,0,29,False,0,0,0,0,0,7214,False
2744,0,False,5762,2,0,False,0,0,0,0,0,7607,True
2745,0,True,5779,0,39,False,0,0,0,0,0,4236,True
2746,1,False,618,2,55,False,0,1971,77,577,1050,7437,True
2747,0,True,5783,2,22,False,0,0,0,311,0,3064,False
2748,0,False,4010,2,20,False,310,0,374,0,5,4838,False
2749,0,False,1524,0,25,False,0,641,0,2,0,2568,True
2750,0,False,4012,0,18,False,235,0,101,0,316,4595,True
2751,0,False,5766,1,28,False,3,141,0,0,1689,7787,False
2752,0,False,3934,2,26,False,1822,0,4,107,1204,5590,False
2753,0,False,4015,1,28,False,1,0,933,614,0,414,False
2754,0,False,3935,2,54,False,224,458,0,0,0,3483,False
2755,0,False,4016,2,56,False,0,54,0,724,0,2933,False
2756,2,False,1527,2,25,False,1228,0,132,0,0,1798,False
2757,1,False,50,2,26,False,2050,8525,0,270,636,4116,False
2758,0,False,4018,2,14,False,0,0,709,258,3,487,False
2759,0,False,1528,2,21,False,2,417,323,0,84,2153,True
2760,0,True,5786,2,43,False,0,458,0,0,0,2938,True
2761,0,False,5788,2,37,False,221,0,32,38,516,6751,False
2762,0,False,6156,2,28,False,740,82,6,311,1,2463,False
2763,1,False,6559,2,38,False,0,3135,0,26,3,6203,True
2764,0,False,1530,2,14,False,0,1,1441,0,190,2098,True
2765,0,False,3938,1,20,False,0,0,585,0,10,2582,False
2766,1,False,589,2,33,False,0,0,0,0,0,6807,False
2767,1,True,170,0,33,False,0,0,0,0,0,7495,True
2768,0,False,1532,2,13,False,0,0,31,0,810,5275,True
2769,1,False,1404,2,37,False,0,210,0,4114,0,7579,False
2770,2,False,1553,2,15,False,5711,0,2516,0,1370,7397,False
2771,1,False,51,0,33,False,396,1280,7,308,4941,8348,False
2772,0,True,5768,1,24,False,0,0,0,0,0,3343,True
2773,0,False,3944,1,49,False,0,458,0,160,528,2365,False
2774,0,False,3946,2,24,False,1252,6,173,123,706,5918,False
2775,0,False,1555,2,24,False,173,0,14,0,603,1529,False
2776,1,True,590,0,26,False,0,0,0,0,0,5632,True
2777,1,True,590,0,40,False,0,0,0,0,0,5347,True
2778,0,False,4021,0,31,False,0,611,2,4,22,414,False
2779,1,False,620,2,47,False,0,5252,0,124,300,2324,True
2780,0,False,4023,2,19,False,736,0,0,0,1,7686,False
2781,1,False,602,0,38,True,0,1577,0,425,4359,6232,False
2782,1,False,602,0,33,False,0,1001,2280,311,29,2326,True
2783,1,True,622,2,45,False,0,0,0,0,0,577,True
2784,0,True,5770,2,1,False,0,0,0,0,0,1494,True
2785,0,False,3948,2,32,False,0,53,0,744,0,7732,False
2786,2,True,3950,2,70,False,0,0,0,0,0,7316,True
2787,0,False,5772,1,19,False,23,0,0,0,732,6426,False
2788,2,True,1535,1,55,False,0,0,0,0,0,1175,True
2789,1,False,592,2,48,False,0,8403,0,7627,83,4749,False
2790,0,False,5773,2,66,False,1187,1,173,6,0,7703,False
2791,0,False,4025,2,13,False,224,256,0,207,409,5730,False
2792,1,False,624,0,40,False,82,1390,0,347,6237,213,False
2793,0,False,1556,2,35,False,0,1438,0,112,74,2384,True
2794,0,False,4028,2,32,False,0,49,2,639,0,7980,False
2795,2,False,1538,2,51,False,1644,0,234,157,64,8369,False
2796,1,False,171,2,37,False,0,216,0,5391,3372,7488,False
2797,0,False,5774,2,31,False,517,1,301,60,4,2166,False
2798,0,False,3951,2,37,False,608,0,6,0,1637,1161,False
2799,1,False,603,2,38,False,0,3331,270,2,3510,579,False
2800,1,False,603,0,19,False,0,329,0,3154,312,3634,False
2801,2,True,4030,2,33,False,0,0,0,0,0,6118,True
2802,0,False,4032,2,19,False,0,0,1752,187,0,4447,True
2803,0,False,5776,2,31,False,2,788,0,128,9,414,True
2804,0,False,5776,2,43,False,45,8,0,607,44,7230,False
2805,0,True,5792,2,22,False,0,0,0,0,0,766,False
2806,0,True,5794,2,24,False,0,0,0,0,0,7837,False
2807,1,False,605,0,21,False,0,878,82,360,1784,3261,False
2808,1,False,605,2,14,False,0,0,0,0,0,1659,True
2809,1,False,594,0,30,False,728,2551,0,48,1804,1619,True
2810,1,True,594,2,22,False,0,0,0,0,0,8254,True
2811,0,False,5778,2,11,False,0,0,0,0,0,6516,False
2812,0,True,5778,2,4,False,0,0,0,0,0,5084,False
2813,0,False,5778,2,0,False,0,0,0,0,0,552,False
2814,0,False,3953,2,30,False,479,12,25,643,283,6656,False
2815,0,False,5780,1,21,False,0,27,1181,0,513,3719,False
2816,1,False,6156,2,40,False,0,0,0,0,0,2436,False
2817,0,False,4034,1,57,False,506,0,1,178,0,6193,False
2818,2,False,3955,2,35,False,1228,0,0,0,0,1789,False
2819,1,False,53,2,32,False,0,0,0,0,0,39,False
2820,2,False,3956,2,32,False,2616,0,2,5,0,5977,False
2821,0,False,3958,2,30,False,0,0,301,0,437,5412,False
2822,0,False,4036,2,69,False,577,139,0,0,0,4475,False
2823,0,True,5782,2,21,False,0,0,0,0,0,3798,False
2824,2,True,1543,1,17,False,0,458,0,0,0,4144,True
2825,2,False,1543,2,16,False,995,0,6,48,0,8078,False
2826,2,True,1559,2,25,False,0,0,0,311,0,5659,False
2827,1,False,1545,2,25,False,1586,2342,947,1,276,7111,True
2828,1,False,6156,0,52,False,0,2,0,10976,810,99,False
2829,0,False,3959,2,13,False,578,77,0,306,5,1604,False
2830,0,False,4037,2,37,False,1086,0,0,41,0,4030,False
2831,2,False,3962,2,13,False,760,2,2,311,0,6728,False
2832,2,False,1405,2,45,False,3309,0,10,0,0,2444,False
2833,2,False,1560,2,55,False,0,0,0,0,0,7810,False
2834,0,False,4038,2,22,False,664,0,0,65,0,5439,False
2835,0,False,5797,2,39,False,0,0,0,1745,72,6657,False
2836,2,False,1406,2,35,False,741,0,31,0,36,3902,False
2837,0,True,5798,1,19,False,0,0,0,0,0,4296,True
2838,0,True,5798,2,7,False,0,0,0,0,0,4358,True
2839,0,False,1546,2,19,False,1,0,0,450,254,2670,False
2840,0,True,5784,2,21,False,0,0,0,0,0,7699,True
2841,1,False,1397,0,37,False,0,2065,1650,356,1,7151,True
2842,0,False,1547,2,35,False,1609,0,0,0,0,3010,False
2843,0,True,5785,2,22,False,0,0,0,0,0,3090,True
2844,0,False,5801,2,62,False,379,453,0,7,0,7913,False
2845,0,True,5803,2,41,False,0,0,0,0,0,1018,True
2846,1,True,173,2,16,False,224,0,0,0,0,6818,True
2847,1,False,173,2,26,False,0,458,8,21,6023,156,False
2848,2,True,4042,2,36,False,0,0,0,0,0,4758,True
2849,0,True,5804,1,28,False,0,0,0,0,0,4177,True
2850,0,False,4044,0,22,False,35,0,36,581,0,1663,False
2851,0,False,3965,2,40,False,0,0,0,822,2,3063,False
2852,1,False,627,0,50,False,0,1547,0,1784,1,3424,True
2853,1,True,627,2,57,False,0,0,0,0,0,6802,True
2854,0,False,5806,1,15,False,1,30,1793,0,0,4618,True
2855,1,False,1039,0,23,False,0,587,0,1497,1014,631,False
2856,2,True,1041,0,60,False,0,0,0,0,0,926,True
2857,0,False,5807,2,73,False,0,0,0,153,556,1908,False
2858,0,False,5808,2,35,False,0,0,0,0,0,1635,True
2859,1,False,35,2,28,False,0,0,0,0,0,2432,False
2860,1,False,176,2,27,True,0,6013,0,820,31,5611,True
2861,1,False,6156,2,14,False,0,946,0,7860,384,4715,False
2862,1,True,1043,2,26,False,224,0,0,0,0,6995,True
2863,0,False,5810,2,22,False,224,0,102,43,700,7222,False
2864,2,False,1549,0,22,False,2229,0,1349,121,0,1095,True
2865,2,False,3967,1,71,False,924,1284,10,9,0,2,False
2866,2,False,1045,0,25,False,5,1,633,0,188,6964,True
2867,2,True,1563,2,27,False,0,0,0,0,0,1738,True
2868,0,False,5787,2,1,False,0,0,0,0,0,562,False
2869,0,False,3969,2,52,False,809,0,0,0,0,4449,True
2870,0,True,5787,2,0,False,0,0,0,0,0,3449,True
2871,1,True,154,0,30,False,0,0,0,0,0,7445,True
2872,1,False,155,2,52,True,0,7452,0,1158,7979,200,False
2873,0,False,5812,2,12,False,0,0,0,0,0,7011,True
2874,0,True,5812,2,22,False,0,458,0,0,0,5104,True
2875,0,False,5815,2,24,False,520,0,0,195,0,2074,True
2876,2,False,1399,2,22,False,1173,0,0,9,0,3420,False
2877,0,True,5789,1,15,False,0,0,0,0,0,1160,False
2878,2,True,1401,2,21,False,224,0,0,0,0,6927,True
2879,2,True,1401,0,56,False,0,0,0,0,0,2725,True
2880,2,False,1403,2,50,False,1598,0,155,26,0,8378,False
2881,0,False,4047,2,20,False,127,0,656,0,21,4216,False
2882,0,False,4048,2,32,False,0,0,47,857,23,414,False
2883,0,True,5819,2,28,False,0,0,0,0,0,7392,False
2884,0,False,5790,2,74,False,571,0,0,277,0,4460,False
2885,2,True,1564,2,25,False,0,0,0,0,0,6639,True
2886,2,False,1564,2,31,False,691,3,68,286,0,683,False
2887,0,True,5791,1,6,False,0,0,0,0,0,7845,True
2888,0,True,5821,2,17,False,0,0,0,0,0,2231,True
2889,2,True,4051,2,12,False,0,0,0,0,0,7256,True
2890,2,False,4051,2,47,False,1130,8,299,0,0,3239,True
2891,2,True,4051,2,46,False,0,0,0,0,0,8080,True
2892,1,False,178,0,31,False,139,4018,13,232,1140,8436,True
2893,1,False,178,2,36,False,0,0,0,0,0,6052,True
2894,0,False,5823,0,15,False,62,57,2646,1104,312,3775,False
2895,2,False,3972,2,38,False,886,0,618,0,0,5269,False
2896,0,True,5793,0,48,False,0,0,0,0,0,6834,True
2897,0,True,5793,2,21,False,0,0,0,0,0,3717,True
2898,0,True,5793,2,4,False,0,0,0,0,0,4180,True
2899,2,True,4053,2,31,False,0,0,0,0,0,6911,True
2900,0,False,5824,1,31,False,0,140,394,0,0,293,False
2901,1,False,629,1,62,True,0,4513,0,85,1437,2777,True
2902,0,True,5826,2,29,False,0,0,0,0,0,3021,True
2903,0,False,6156,2,30,False,0,4,1604,678,1681,7666,False
2904,2,False,1566,2,26,False,912,0,43,0,0,2493,False
2905,2,False,3976,2,43,False,33,1117,59,0,16,918,False
2906,2,False,3976,2,32,False,1087,0,71,0,0,3121,False
2907,2,True,3978,0,24,False,0,0,0,0,304,2420,True
2908,2,True,4057,2,49,False,0,0,0,0,0,7183,True
2909,0,False,3980,2,21,False,17,427,31,257,0,1886,True
2910,0,False,5795,2,18,False,0,730,79,0,304,5878,True
2911,0,True,5795,2,18,False,0,0,0,0,0,4605,True
2912,0,True,5796,2,14,False,0,0,0,0,0,7656,False
2913,2,False,1038,2,21,False,1507,458,3,2,1196,6182,False
2914,2,True,4058,0,25,False,0,0,0,0,0,2551,True
2915,1,False,1568,0,56,False,0,323,971,58,4240,963,False
2916,0,False,5802,2,0,False,0,0,0,0,0,2267,True
2917,0,False,3982,2,55,False,0,0,5,0,2409,6672,False
2918,0,True,5802,2,14,False,0,0,0,0,0,1150,False
2919,2,False,4061,2,13,False,1007,0,142,295,0,2008,False
2920,2,False,4061,0,43,False,4,0,1834,1,66,3689,False
2921,0,True,5828,2,39,False,0,0,0,0,0,1110,False
2922,2,True,4063,2,28,False,224,0,0,0,0,5722,True
2923,0,False,4064,2,24,False,0,7,548,4,0,4178,True
2924,0,False,3985,2,26,False,207,350,74,0,3,5179,True
2925,0,True,5805,0,22,False,0,0,0,0,0,4947,True
2926,0,False,4065,2,26,False,0,0,1352,5,0,321,False
2927,2,False,1040,2,19,False,155,0,1632,3,0,1091,True
2928,2,True,4067,2,38,False,0,0,0,0,0,4964,True
2929,1,True,158,0,38,False,0,0,0,0,0,454,True
2930,1,False,1551,2,77,False,0,9032,0,128,1464,587,True
2931,0,False,3987,0,28,False,2840,0,0,0,0,7664,False
2932,0,False,4070,2,22,False,224,1,379,0,336,3873,False
2933,0,False,1552,2,20,False,4,353,193,241,0,7469,False
2934,0,False,3992,2,18,False,0,0,699,0,0,3855,True
2935,1,False,180,0,10,False,0,0,0,0,0,711,True
2936,1,True,180,0,34,False,0,0,0,0,0,7504,True
